Date,Venue,City,Region,Composer Name,Variant Title,Work Title,Concert Info,Works Info,Conductor/Performer,Ensemble,Holdings 1,Holdings 2,URL [primary source],URL [catalog]
1901-01-17T08:00,Association Hall,Boston,Massachusetts,"Schubert, Franz / Liszt, Franz",Ständchen von Shakespeare,"Ständchen, D.889",,,,,"New York Public Library, Performing Arts Division: Music Division Clipping File: Carreño Programs (MBD - uncat)",,,
1901-01-17T08:00,Association Hall,Boston,Massachusetts,"Schubert, Franz / Liszt, Franz",Erlkönig,"Erlkönig, D.328",,,,,"New York Public Library, Performing Arts Division: Music Division Clipping File: Carreño Programs (MBD - uncat)",,,
1901-01-17T08:00,Association Hall,Boston,Massachusetts,"Schumann, Robert",Fantaisie in C major,"Phantasie, Op. 17",,,,,"New York Public Library, Performing Arts Division: Music Division Clipping File: Carreño Programs (MBD - uncat)",,,
1901-01-19T02:30,Association Hall,Boston,Massachusetts,"Chopin, Fryderyk",Sonata in B minor,"Piano Sonata No. 3, Op. 58",,,,,"New York Public Library, Performing Arts Division: Music Division Clipping File: Carreño Programs (MBD - uncat)",,,
1901-01-19T02:30,Association Hall,Boston,Massachusetts,"Schumann, Robert",Symphonische Etuden,"Études Symphoniques, Op. 13",,,,,"New York Public Library, Performing Arts Division: Music Division Clipping File: Carreño Programs (MBD - uncat)",,,
1901-01-19T02:30,Association Hall,Boston,Massachusetts,"Beethoven, Ludwig van","Sonata, Op. 109","Piano Sonata No. 30, Op. 109",,,,,"New York Public Library, Performing Arts Division: Music Division Clipping File: Carreño Programs (MBD - uncat)",,,
1901-01-19T02:30,Association Hall,Boston,Massachusetts,"Schubert, Franz","Impromptu, Op. 90, No. 3","Impromptu, D.899, No. 3",,,,,"New York Public Library, Performing Arts Division: Music Division Clipping File: Carreño Programs (MBD - uncat)",,,
1901-01-19T02:30,Association Hall,Boston,Massachusetts,"Schubert, Franz / Liszt, Franz",Soiree de Vienne (Walzer),"Soirées de Vienne, S.427",,Opus/number not identified,,,"New York Public Library, Performing Arts Division: Music Division Clipping File: Carreño Programs (MBD - uncat)",,,
1901-01-19T02:30,Association Hall,Boston,Massachusetts,"Schubert, Franz / Tausig, Carl",Marche Militaire,"Marche Militaire, D. 733, No. 1",,,,,"New York Public Library, Performing Arts Division: Music Division Clipping File: Carreño Programs (MBD - uncat)",,,
1901-03-25T08:15,Plymouth Congregational Church,Seattle,Washington,"Mozart, Wolfgang Amadeus","Fantasie, C minor","Fantasia in C minor, K.475",,,,,"Museum of History and Industry, Seattle: Concert program from March 25, 1901. Guide to the Ladies Musical Club Records (1981.7337). Page 102",,,
1901-03-25T08:15,Plymouth Congregational Church,Seattle,Washington,"Beethoven, Ludwig van","Sonata, Op. 31, No. 3","Piano Sonata No. 18, Op. 31 No. 3",,,,,"Museum of History and Industry, Seattle: Concert program from March 25, 1901. Guide to the Ladies Musical Club Records (1981.7337). Page 102",,,
1901-03-25T08:15,Plymouth Congregational Church,Seattle,Washington,"Chopin, Fryderyk",Prelude No. 15,"Prelude, Op. 28 No. 15",,,,,"Museum of History and Industry, Seattle: Concert program from March 25, 1901. Guide to the Ladies Musical Club Records (1981.7337). Page 102",,,
1901-03-25T08:15,Plymouth Congregational Church,Seattle,Washington,"Chopin, Fryderyk",Prelude No. 22,"Prelude, Op. 28 No. 22",,,,,"Museum of History and Industry, Seattle: Concert program from March 25, 1901. Guide to the Ladies Musical Club Records (1981.7337). Page 102",,,
1901-03-25T08:15,Plymouth Congregational Church,Seattle,Washington,"Chopin, Fryderyk","Nocturne, op. 27, No. 2","Nocturne, Op. 27 No. 2",,,,,"Museum of History and Industry, Seattle: Concert program from March 25, 1901. Guide to the Ladies Musical Club Records (1981.7337). Page 102",,,
1901-03-25T08:15,Plymouth Congregational Church,Seattle,Washington,"Chopin, Fryderyk","Etude, G flat","Etude, Op. 10 No. 5",,,,,"Museum of History and Industry, Seattle: Concert program from March 25, 1901. Guide to the Ladies Musical Club Records (1981.7337). Page 102",,,
1901-03-25T08:15,Plymouth Congregational Church,Seattle,Washington,"Chopin, Fryderyk","Polonaise, op. 53","Polonaise in A-flat Major, Op. 53",,,,,"Museum of History and Industry, Seattle: Concert program from March 25, 1901. Guide to the Ladies Musical Club Records (1981.7337). Page 102",,,
1901-03-25T08:15,Plymouth Congregational Church,Seattle,Washington,"Schubert, Franz","Impromptu, Op. 142, No. 2","Impromptu, D.935, No. 2",,,,,"Museum of History and Industry, Seattle: Concert program from March 25, 1901. Guide to the Ladies Musical Club Records (1981.7337). Page 102",,,
1901-03-25T08:15,Plymouth Congregational Church,Seattle,Washington,"Schubert, Franz / Liszt, Franz","Soiree de Vienne, No. 6","Soirées de Vienne No. 6, S.427",,,,,"Museum of History and Industry, Seattle: Concert program from March 25, 1901. Guide to the Ladies Musical Club Records (1981.7337). Page 102",,,
1901-03-25T08:15,Plymouth Congregational Church,Seattle,Washington,"Liszt, Franz",La Campanella,"La Campanella - Grandes études de Paganini, S.141",,,,,"Museum of History and Industry, Seattle: Concert program from March 25, 1901. Guide to the Ladies Musical Club Records (1981.7337). Page 102",,,
1901-03-25T08:15,Plymouth Congregational Church,Seattle,Washington,"Liszt, Franz",Sonetto del Petrarca,"Années de pèlerinage, deuxième annèe: Sonnetto del Petrarca, R. 10b",,,,,"Museum of History and Industry, Seattle: Concert program from March 25, 1901. Guide to the Ladies Musical Club Records (1981.7337). Page 102",,,
1901-03-25T08:15,Plymouth Congregational Church,Seattle,Washington,"Liszt, Franz","Rhapsodie Hongroise, no. 6","Rhapsodie Hongroise No. 6, S.244/6",,,,,"Museum of History and Industry, Seattle: Concert program from March 25, 1901. Guide to the Ladies Musical Club Records (1981.7337). Page 102",,,
1901-04-22T08:15,Carnegie Hall,New York,New York,"Chopin, Fryderyk","Piano Sonata in B Minor, Op. 58","Piano Sonata No. 3, Op. 58",Farewell solo recital,,,,Carnegie Hall Archives,"New York Public Library, Performing Arts Division: Music Division Clipping File: Carreño Programs (MBD - uncat)",http://documentingcarreno.org/items/show/182,http://www.carnegiehall.org/widgets/opas/concert.aspx?id=32252&pid=4294996644
1901-04-22T08:15,Carnegie Hall,New York,New York,"Schumann, Robert","Études symphoniques, Op. 13","Études Symphoniques, Op. 13",,,,,Carnegie Hall Archives,"New York Public Library, Performing Arts Division: Music Division Clipping File: Carreño Programs (MBD - uncat)",http://documentingcarreno.org/items/show/182,http://www.carnegiehall.org/widgets/opas/concert.aspx?id=32252&pid=4294996644
1901-04-22T08:15,Carnegie Hall,New York,New York,"Beethoven, Ludwig van","Piano Sonata No. 30 in E Major, Op. 109","Piano Sonata No. 30, Op. 109",,,,,Carnegie Hall Archives,"New York Public Library, Performing Arts Division: Music Division Clipping File: Carreño Programs (MBD - uncat)",http://documentingcarreno.org/items/show/182,http://www.carnegiehall.org/widgets/opas/concert.aspx?id=32252&pid=4294996644
1901-04-22T08:15,Carnegie Hall,New York,New York,"Schubert, Franz","Impromptu in E-flat Major, D. 899, No. 2","Impromptu, D.935, No. 2",,,,,Carnegie Hall Archives,"New York Public Library, Performing Arts Division: Music Division Clipping File: Carreño Programs (MBD - uncat)",http://documentingcarreno.org/items/show/182,http://www.carnegiehall.org/widgets/opas/concert.aspx?id=32252&pid=4294996644
1901-04-22T08:15,Carnegie Hall,New York,New York,"Watson, Regina",An Arabian Night,An Arabian Night,,,,,Carnegie Hall Archives,"New York Public Library, Performing Arts Division: Music Division Clipping File: Carreño Programs (MBD - uncat)",http://documentingcarreno.org/items/show/182,http://www.carnegiehall.org/widgets/opas/concert.aspx?id=32252&pid=4294996644
1901-04-22T08:15,Carnegie Hall,New York,New York,"Watson, Regina",Mazurka-Etude,Mazurka -Etude,,,,,Carnegie Hall Archives,"New York Public Library, Performing Arts Division: Music Division Clipping File: Carreño Programs (MBD - uncat)",http://documentingcarreno.org/items/show/182,http://www.carnegiehall.org/widgets/opas/concert.aspx?id=32252&pid=4294996644
1901-04-22T08:15,Carnegie Hall,New York,New York,"Schubert, Franz / Tausig, Carl","Marche militaire in D Major, D. 733, No. 1","Marche Militaire, D. 733, No. 1",,,,,Carnegie Hall Archives,"New York Public Library, Performing Arts Division: Music Division Clipping File: Carreño Programs (MBD - uncat)",http://documentingcarreno.org/items/show/182,http://www.carnegiehall.org/widgets/opas/concert.aspx?id=32252&pid=4294996644
1901-06-06T08:00,"Queen's Hall, Langham Place",London,England,"Grieg, Edvard","Concerto, in A minor, Pianoforte and Orchestra","Piano Concerto in A minor, Op. 16",,,"Cowen, Frederic H.",,"Bodleian Library, Music Section: Sterndale Bennett collection: Analytical Programmes Vol. II (1900-04)",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/5320
1901-06-06T08:00,"Queen's Hall, Langham Place",London,England,"Chopin, Fryderyk","Nocturne, Op. 37, No. 2","Nocturne, Op. 37 No. 2",,,,,"Bodleian Library, Music Section: Sterndale Bennett collection: Analytical Programmes Vol. II (1900-04)",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/5320
1901-06-06T08:00,"Queen's Hall, Langham Place",London,England,"Chopin, Fryderyk","Polonaise, op. 53","Polonaise in A-flat Major, Op. 53",,,,,"Bodleian Library, Music Section: Sterndale Bennett collection: Analytical Programmes Vol. II (1900-04)",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/5320
1901-10-14T07:30,Saal der Singakademie,Berlin,Germany,"Rubinstein, Anton","Concert für Klavier mit Begleitung des Orchesters, D-moll op. 70","Piano Concerto No. 4, Op. 70",,,"Nikisch, Arthur",Berlin Philharmonic,Berliner Philharmoniker Archiv,,http://documentingcarreno.org/items/show/305,
1902-04-07T00:00,Saal der Singakademie,Berlin,Germany,"Tchaikovsky, Pyotr Il'yich","Piano Concerto No. 1 in B-flat minor, Op. 23","Piano Concerto No. 1, Op. 23",,,"Nikisch, Arthur",Berlin Philharmonic,Berliner Philharmoniker Archiv,,http://documentingcarreno.org/items/show/306,
1902-04-22T08:00,Warsaw Philharmonic,Warsaw,Poland,"Grieg, Edvard",Koncert fortepianowy a-moll op. 16,"Piano Concerto in A minor, Op. 16",,,"Grieg, Edvard",Warsaw Philharmonic,"Bergen Bibliotek: Program, 0342216.",,,http://bergenbibliotek.no/cgi-bin/websok-grieg?tnr=342216
1902-12-09T07:45,Liverpool Philharmonic Society,Liverpool,England,"Weber, Carl Maria von","“Concertstück in F, (Op. 79)","Konzertstück in F minor for Piano, Op. 79",,,"Cowen, Frederic H.",Liverpool Philharmonic Society,"British Library: Liverpool Philharmonic Society (1900-08), RB.23.a.1568",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4905
1902-12-09T07:45,Liverpool Philharmonic Society,Liverpool,England,"Chopin, Fryderyk",Nocturne,Nocturne,,Opus/number not identified,,,"British Library: Liverpool Philharmonic Society (1900-08), RB.23.a.1568",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4905
1902-12-09T07:45,Liverpool Philharmonic Society,Liverpool,England,"Chopin, Fryderyk",Etude,Etude,,Opus/number not identified,,,"British Library: Liverpool Philharmonic Society (1900-08), RB.23.a.1568",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4905
1902-12-09T07:45,Liverpool Philharmonic Society,Liverpool,England,"Chopin, Fryderyk",Polonaise,Polonaise,,Opus/number not identified,,,"British Library: Liverpool Philharmonic Society (1900-08), RB.23.a.1568",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4905
1903-01-29T00:00,Saal der Singakademie,Berlin,Germany,"Beethoven, Ludwig van","Piano Concerto No. 5 in E-flat major, Op. 73, (“Emperor”)","Piano Concerto No. 5 in E-flat major, Op. 73",,,"Rebi_ek, Josef",Berlin Philharmonic,Berliner Philharmoniker Archiv,,http://documentingcarreno.org/items/show/307,
1903-01-29T00:00,Saal der Singakademie,Berlin,Germany,"Weber, Carl Maria von","Pianoforte Concerto – “Concertstück in F, (Op. 79)","Konzertstück in F minor for Piano, Op. 79",,,"Rebi_ek, Josef",Berlin Philharmonic,Berliner Philharmoniker Archiv,,http://documentingcarreno.org/items/show/307,
1903-01-29T00:00,Saal der Singakademie,Berlin,Germany,"Grieg, Edvard","Piano Concerto in A minor, Op. 16","Piano Concerto in A minor, Op. 16",,,"Rebi_ek, Josef",Berlin Philharmonic,Berliner Philharmoniker Archiv,,http://documentingcarreno.org/items/show/307,
1905-02-23T08:00,St. Andrew's Hall,Glasgow,Scotland,"Beethoven, Ludwig van","Concerto for pianoforte and orchestra, No. 5, in E flat (Op. 73)","Piano Concerto No. 5,  Op. 73",,,"Cowen, Frederic H.",Scottish Orchestra,"British Library: Scottish Orchestra Company (1893-94, 1904-06), 7901.aa.42",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/5253
1905-02-23T08:00,St. Andrew's Hall,Glasgow,Scotland,"Chopin, Fryderyk","Nocturne, Op. 62, No. 1","Nocturne, Op. 62 No. 1",,,,,"British Library: Scottish Orchestra Company (1893-94, 1904-06), 7901.aa.42",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/5253
1905-02-23T08:00,St. Andrew's Hall,Glasgow,Scotland,"Chopin, Fryderyk",Etude in A flat,"Douze Etudes, Op. 25 No. 1",,,,,"British Library: Scottish Orchestra Company (1893-94, 1904-06), 7901.aa.42",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/5253
1905-02-23T08:00,St. Andrew's Hall,Glasgow,Scotland,"Chopin, Fryderyk","Polonaise in A flat, Op. 53","Polonaise in A-flat Major, Op. 53",,,,,"British Library: Scottish Orchestra Company (1893-94, 1904-06), 7901.aa.42",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/5253
1905-11-24T00:00,Saal der Singakademie,Berlin,Germany,"MacDowell, Edward","Concerto for Piano No. 2 in D minor, op. 23","Piano Concerto No. 2 in D Minor, Op. 23",,,"Scharrer, August",Berlin Philharmonic,Berliner Philharmoniker Archiv,,http://documentingcarreno.org/items/show/308,
1905-11-24T00:00,Saal der Singakademie,Berlin,Germany,"Liszt, Franz",Hungarian Fantasia,"Fantasie über ungarische Volksmelodien, S.123",,,"Scharrer, August",Berlin Philharmonic,Berliner Philharmoniker Archiv,,http://documentingcarreno.org/items/show/308,
1905-11-24T00:00,Saal der Singakademie,Berlin,Germany,"Cowen, Frederic H.",,Konzertstück for Piano and Orchestra,,,"Scharrer, August",Berlin Philharmonic,Berliner Philharmoniker Archiv,,http://documentingcarreno.org/items/show/308,
1906-02-13T08:00,St. Andrew's Hall,Glasgow,Scotland,"Tchaikovsky, Pyotr Il'yich","Concerto for pianoforte and orchestra, No. 1 in B flat minor (Op. 23)","Piano Concerto No. 1, Op. 23",,,"Cowen, Frederic H.",Scottish Orchestra,"British Library: Scottish Orchestra Company (1893-94, 1904-06), 7901.aa.42",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/5253
1906-02-13T08:00,St. Andrew's Hall,Glasgow,Scotland,"Beethoven, Ludwig van",Andante Favori,Andante favori WoO 57,,,,,"British Library: Scottish Orchestra Company (1893-94, 1904-06), 7901.aa.42",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/5253
1906-02-13T08:00,St. Andrew's Hall,Glasgow,Scotland,"Schumann, Robert",Vogel als prophet,"Waldszenen: Vogel als Prophet, Op. 82, No. 7",,,,,"British Library: Scottish Orchestra Company (1893-94, 1904-06), 7901.aa.42",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/5253
1906-02-13T08:00,St. Andrew's Hall,Glasgow,Scotland,"Liszt, Franz",La Campanella,"La Campanella - Grandes études de Paganini, S.141",,,,,"British Library: Scottish Orchestra Company (1893-94, 1904-06), 7901.aa.42",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/5253
1906-03-12T07:30,Saal der Singakademie,Berlin,Germany,"Grieg, Edvard","Concert für Klavier mit Begleitung des Orchesters, A-moll, op. 16","Piano Concerto in A minor, Op. 16",,,"Nikisch, Arthur",Berlin Philharmonic,Berliner Philharmoniker Archiv,,http://documentingcarreno.org/items/show/309,
1906-12-13T07:00,Saale des Gewandhauses,Leipzig,Germany,"MacDowell, Edward","Konzert für Klavier (Nr. 2, D moll, Op. 23)","Piano Concerto No. 2 in D Minor, Op. 23",9. Abonnement-Konzert,,"Nikisch, Arthur",Gewandhaus Orchestra,"Archivo Histórico de Teresa Carreño, Caracas",,,
1906-12-13T07:00,Saale des Gewandhauses,Leipzig,Germany,"Schubert, Franz",Impromptu,Impromptu,,Opus/number not identified,,,"Archivo Histórico de Teresa Carreño, Caracas",,,
1906-12-13T07:00,Saale des Gewandhauses,Leipzig,Germany,"Schubert, Franz / Liszt, Franz",Soirée de Vienne (Nr. 6),"Soirées de Vienne No. 6, S.427",,,,,"Archivo Histórico de Teresa Carreño, Caracas",,,
1906-12-13T07:00,Saale des Gewandhauses,Leipzig,Germany,"Schubert, Franz / Liszt, Franz",Erlkönig,"Erlkönig, D.328",,,,,"Archivo Histórico de Teresa Carreño, Caracas",,,
1907-03-05T07:45,Liverpool Philharmonic Society,Liverpool,England,"Rubinstein, Anton","Pianoforte Concerto No. 4, in D minor (Op. 70)","Piano Concerto No. 4, Op. 70",,,"Cowen, Frederic H.",Liverpool Philharmonic Society,"British Library: Liverpool Philharmonic Society (1900-08), RB.23.a.1568",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4905
1907-03-05T07:45,Liverpool Philharmonic Society,Liverpool,England,"Beethoven, Ludwig van","“Rondo” No. 2, (Op. 51)","Rondo, Op. 51 No. 2",,,,,"British Library: Liverpool Philharmonic Society (1900-08), RB.23.a.1568",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4905
1907-03-05T07:45,Liverpool Philharmonic Society,Liverpool,England,"Schumann, Robert",“Vogel als prophet”,"Waldszenen: Vogel als Prophet, Op. 82, No. 7",,,,,"British Library: Liverpool Philharmonic Society (1900-08), RB.23.a.1568",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4905
1907-03-05T07:45,Liverpool Philharmonic Society,Liverpool,England,"Schubert, Franz / Liszt, Franz",Erlkönig,"Erlkönig, D.328",,,,,"British Library: Liverpool Philharmonic Society (1900-08), RB.23.a.1568",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4905
1907-05-18T03:00,Town Hall,Melbourne,Australia,"Beethoven, Ludwig van",Concerto for Pianoforte and Orchestra in E flat major (Emperor Concerto),"Piano Concerto No. 5,  Op. 73",Australasian Tour 1907,,,,"University of Melbourne: University of Melbourne, UniM Music RB, 780.789541 MARS",,,http://repository.unimelb.edu.au/10187/10432
1907-05-18T03:00,Town Hall,Melbourne,Australia,"Liszt, Franz",Hungarian Fantasia for Pianoforte and Orchestra,"Fantasie über ungarische Volksmelodien, S.123",Australasian Tour 1907,,,,"University of Melbourne: University of Melbourne, UniM Music RB, 780.789541 MARS",,,http://repository.unimelb.edu.au/10187/10432
1907-07-23T08:15,Theatre Royal,Christchurch,New Zealand,"Beethoven, Ludwig van","Sonata, Op. 57 (Appassionata)","Piano Sonata No. 23, Op. 57",Australasian Tour 1907,,,,"Alexander Turnbull Library, National Library of New Zealand: Eph-A-MUSIC-1907",,,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/ENQ/GLOBAL/OPHDR?SEARCH_FORM=%2FMSG%2FGLOBAL%2FOPREF.HTM&RN=Eph-A-MUSIC-1907
1907-07-23T08:15,Theatre Royal,Christchurch,New Zealand,"Chopin, Fryderyk","Prelude, Op. 23, No. 15","Prelude, Op. 28 No. 15",Australasian Tour 1907,,,,"Alexander Turnbull Library, National Library of New Zealand: Eph-A-MUSIC-1907",,,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/ENQ/GLOBAL/OPHDR?SEARCH_FORM=%2FMSG%2FGLOBAL%2FOPREF.HTM&RN=Eph-A-MUSIC-1907
1907-07-23T08:15,Theatre Royal,Christchurch,New Zealand,"Chopin, Fryderyk","Nocturne, Op. 62, No. 1","Nocturne, Op. 62 No. 1",Australasian Tour 1907,,,,"Alexander Turnbull Library, National Library of New Zealand: Eph-A-MUSIC-1907",,,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/ENQ/GLOBAL/OPHDR?SEARCH_FORM=%2FMSG%2FGLOBAL%2FOPREF.HTM&RN=Eph-A-MUSIC-1907
1907-07-23T08:15,Theatre Royal,Christchurch,New Zealand,"Chopin, Fryderyk",Etude in G flat,"Etude, Op. 10 No. 5",Australasian Tour 1907,,,,"Alexander Turnbull Library, National Library of New Zealand: Eph-A-MUSIC-1907",,,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/ENQ/GLOBAL/OPHDR?SEARCH_FORM=%2FMSG%2FGLOBAL%2FOPREF.HTM&RN=Eph-A-MUSIC-1907
1907-07-23T08:15,Theatre Royal,Christchurch,New Zealand,"Chopin, Fryderyk","Polonaise in A flat, Op. 53","Polonaise in A-flat Major, Op. 53",Australasian Tour 1907,,,,"Alexander Turnbull Library, National Library of New Zealand: Eph-A-MUSIC-1907",,,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/ENQ/GLOBAL/OPHDR?SEARCH_FORM=%2FMSG%2FGLOBAL%2FOPREF.HTM&RN=Eph-A-MUSIC-1907
1907-07-23T08:15,Theatre Royal,Christchurch,New Zealand,"Rubinstein, Anton",Romanza,"Romance - 6 Soirées à Saint-Petersbourg, Op. 44",Australasian Tour 1907,,,,"Alexander Turnbull Library, National Library of New Zealand: Eph-A-MUSIC-1907",,,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/ENQ/GLOBAL/OPHDR?SEARCH_FORM=%2FMSG%2FGLOBAL%2FOPREF.HTM&RN=Eph-A-MUSIC-1907
1907-07-23T08:15,Theatre Royal,Christchurch,New Zealand,"Rubinstein, Anton","Barcarolle, G Major",Barcarolle No. 4,Australasian Tour 1907,,,,"Alexander Turnbull Library, National Library of New Zealand: Eph-A-MUSIC-1907",,,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/ENQ/GLOBAL/OPHDR?SEARCH_FORM=%2FMSG%2FGLOBAL%2FOPREF.HTM&RN=Eph-A-MUSIC-1907
1907-07-23T08:15,Theatre Royal,Christchurch,New Zealand,"Liszt, Franz",La Campanella,"La Campanella - Grandes études de Paganini, S.141",Australasian Tour 1907,,,,"Alexander Turnbull Library, National Library of New Zealand: Eph-A-MUSIC-1907",,,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/ENQ/GLOBAL/OPHDR?SEARCH_FORM=%2FMSG%2FGLOBAL%2FOPREF.HTM&RN=Eph-A-MUSIC-1907
1907-07-23T08:15,Theatre Royal,Christchurch,New Zealand,"Liszt, Franz",Sonnetto del Petrarca,"Années de pèlerinage, deuxième annèe: Sonnetto del Petrarca, R. 10b",Australasian Tour 1907,,,,"Alexander Turnbull Library, National Library of New Zealand: Eph-A-MUSIC-1907",,,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/ENQ/GLOBAL/OPHDR?SEARCH_FORM=%2FMSG%2FGLOBAL%2FOPREF.HTM&RN=Eph-A-MUSIC-1907
1907-07-23T08:15,Theatre Royal,Christchurch,New Zealand,"Liszt, Franz","Etude in D flat, Rhapsodie Hongroise no. 6","Études de concert, S.144 No. 3",Australasian Tour 1907,,,,"Alexander Turnbull Library, National Library of New Zealand: Eph-A-MUSIC-1907",,,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/ENQ/GLOBAL/OPHDR?SEARCH_FORM=%2FMSG%2FGLOBAL%2FOPREF.HTM&RN=Eph-A-MUSIC-1907
1907-07-23T08:15,Theatre Royal,Christchurch,New Zealand,"Liszt, Franz",Rhapsodie Hongroise no. 6,"Rhapsodie Hongroise No. 6, S.244/6",Australasian Tour 1907,,,,"Alexander Turnbull Library, National Library of New Zealand: Eph-A-MUSIC-1907",,,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/ENQ/GLOBAL/OPHDR?SEARCH_FORM=%2FMSG%2FGLOBAL%2FOPREF.HTM&RN=Eph-A-MUSIC-1907
1907-07-24T08:15,Theatre Royal,Christchurch,New Zealand,"Beethoven, Ludwig van","Sonata, Op. 53 (Waldstein)","Piano Sonata No. 21, Op. 53",Australasian Tour 1907,,,,"Alexander Turnbull Library, National Library of New Zealand: Eph-A-MUSIC-1907",,,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/ENQ/GLOBAL/OPHDR?SEARCH_FORM=%2FMSG%2FGLOBAL%2FOPREF.HTM&RN=Eph-A-MUSIC-1907
1907-07-24T08:15,Theatre Royal,Christchurch,New Zealand,"Chopin, Fryderyk","Nocturne, Op. 37, No. 2","Nocturne, Op. 37 No. 2",Australasian Tour 1907,,,,"Alexander Turnbull Library, National Library of New Zealand: Eph-A-MUSIC-1907",,,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/ENQ/GLOBAL/OPHDR?SEARCH_FORM=%2FMSG%2FGLOBAL%2FOPREF.HTM&RN=Eph-A-MUSIC-1907
1907-07-24T08:15,Theatre Royal,Christchurch,New Zealand,"Chopin, Fryderyk","Etude, A flat","Douze Etudes, Op. 25 No. 1",Australasian Tour 1907,,,,"Alexander Turnbull Library, National Library of New Zealand: Eph-A-MUSIC-1907",,,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/ENQ/GLOBAL/OPHDR?SEARCH_FORM=%2FMSG%2FGLOBAL%2FOPREF.HTM&RN=Eph-A-MUSIC-1907
1907-07-24T08:15,Theatre Royal,Christchurch,New Zealand,"Chopin, Fryderyk","Ballade, Op. 23, G Minor","Ballade No. 1, Op. 23",Australasian Tour 1907,,,,"Alexander Turnbull Library, National Library of New Zealand: Eph-A-MUSIC-1907",,,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/ENQ/GLOBAL/OPHDR?SEARCH_FORM=%2FMSG%2FGLOBAL%2FOPREF.HTM&RN=Eph-A-MUSIC-1907
1907-07-24T08:15,Theatre Royal,Christchurch,New Zealand,"Chopin, Fryderyk","Waltz, Op. 42, A flat","Waltz in A-flat major, Op. 42",Australasian Tour 1907,,,,"Alexander Turnbull Library, National Library of New Zealand: Eph-A-MUSIC-1907",,,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/ENQ/GLOBAL/OPHDR?SEARCH_FORM=%2FMSG%2FGLOBAL%2FOPREF.HTM&RN=Eph-A-MUSIC-1907
1907-07-24T08:15,Theatre Royal,Christchurch,New Zealand,"Beethoven, Ludwig van",,"Rondo, Op. 51 No. 2",Australasian Tour 1907,,,,"Alexander Turnbull Library, National Library of New Zealand: Eph-A-MUSIC-1907",,,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/ENQ/GLOBAL/OPHDR?SEARCH_FORM=%2FMSG%2FGLOBAL%2FOPREF.HTM&RN=Eph-A-MUSIC-1907
1907-07-24T08:15,Theatre Royal,Christchurch,New Zealand,"Schubert, Franz / Liszt, Franz","Impromptu, Op. 142","Impromptu, D.935",Australasian Tour 1907,Opus/number not identified,,,"Alexander Turnbull Library, National Library of New Zealand: Eph-A-MUSIC-1907",,,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/ENQ/GLOBAL/OPHDR?SEARCH_FORM=%2FMSG%2FGLOBAL%2FOPREF.HTM&RN=Eph-A-MUSIC-1907
1907-07-24T08:15,Theatre Royal,Christchurch,New Zealand,"Schubert, Franz / Liszt, Franz",Erlkönig,"Erlkönig, D.328",Australasian Tour 1907,,,,"Alexander Turnbull Library, National Library of New Zealand: Eph-A-MUSIC-1907",,,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/ENQ/GLOBAL/OPHDR?SEARCH_FORM=%2FMSG%2FGLOBAL%2FOPREF.HTM&RN=Eph-A-MUSIC-1907
