Date,Venue,City,Region,Composer Name,Variant Title,Work Title,Concert Info,Works Info,Conductor/Performer,Ensemble,Holdings 1,Holdings 2,URL [primary source],URL [catalog]
1889-11-30T07:30,Saal der Singakademie,Berlin,Germany,"Chopin, Fryderyk",Etude Ges-dur,"Etude, Op. 10 No. 5",,,,,"Teresa Carreño Collection. Archives and Special Collections Library, Vassar College: Folder 14.11 Concert Programs",,http://documentingcarreno.org/items/show/288,
1889-11-30T07:30,Saal der Singakademie,Berlin,Germany,"Chopin, Fryderyk",Ballade As-dur,"Ballade in A-flat Major, Op. 47",,,,,"Teresa Carreño Collection. Archives and Special Collections Library, Vassar College: Folder 14.11 Concert Programs",,http://documentingcarreno.org/items/show/288,
1889-11-30T07:30,Saal der Singakademie,Berlin,Germany,"Tchaikovsky, Pyotr Il'yich",Romanze,Romance,,,,,"Teresa Carreño Collection. Archives and Special Collections Library, Vassar College: Folder 14.11 Concert Programs",,http://documentingcarreno.org/items/show/288,
1889-11-30T07:30,Saal der Singakademie,Berlin,Germany,"Liszt, Franz",Campanella Gis-moll,"La Campanella - Grandes études de Paganini, S.141",,,,,"Teresa Carreño Collection. Archives and Special Collections Library, Vassar College: Folder 14.11 Concert Programs",,http://documentingcarreno.org/items/show/288,
1889-11-30T07:30,Saal der Singakademie,Berlin,Germany,"Rubinstein, Anton",Barcarolle,Barcarolle,,,,,"Teresa Carreño Collection. Archives and Special Collections Library, Vassar College: Folder 14.11 Concert Programs",,http://documentingcarreno.org/items/show/288,
1889-11-30T07:30,Saal der Singakademie,Berlin,Germany,"Rubinstein, Anton",Valse caprice,Valse-Caprice in E-flat Major,,,,,"Teresa Carreño Collection. Archives and Special Collections Library, Vassar College: Folder 14.11 Concert Programs",,http://documentingcarreno.org/items/show/288,
1889-11-30T07:30,Saal der Singakademie,Berlin,Germany,"Schubert, Franz",Impromptu,Impromptu,,,,,"Teresa Carreño Collection. Archives and Special Collections Library, Vassar College: Folder 14.11 Concert Programs",,http://documentingcarreno.org/items/show/288,
1889-11-30T07:30,Saal der Singakademie,Berlin,Germany,"Schubert, Franz / Liszt, Franz",Soirée de Vienne,"Soirées de Vienne, S.427",,,,,"Teresa Carreño Collection. Archives and Special Collections Library, Vassar College: Folder 14.11 Concert Programs",,http://documentingcarreno.org/items/show/288,
1889-11-30T07:30,Saal der Singakademie,Berlin,Germany,"Liszt, Franz","Rhapsodie Hongroise, no. 6","Rhapsodie Hongroise No. 6, S.244/6",,,,,"Teresa Carreño Collection. Archives and Special Collections Library, Vassar College: Folder 14.11 Concert Programs",,http://documentingcarreno.org/items/show/288,
1890-01-31T07:30,Saal der Singakademie,Berlin,Germany,"Grieg, Edvard","Concert für Klavier mit Begleitung des Orchesters A-moll, op. 16","Piano Concerto in A minor, Op. 16",,,"Bülow, Hans von",Berlin Philharmonic,Berliner Philharmoniker Archiv,,http://documentingcarreno.org/items/show/289,
1890-01-31T07:30,Saal der Singakademie,Berlin,Germany,"Weber, Carl Maria von / Liszt, Franz",Polonaise brillante für Klavier mit Begleitung des Orchesters,"Polonaise brillante, Op. 72, S455",,,"Bülow, Hans von",Berlin Philharmonic,Berliner Philharmoniker Archiv,,http://documentingcarreno.org/items/show/289,
1890-02-13T07:30,Singakademie,Berlin,Germany,"Chopin, Fryderyk","Piano Concerto, E minor","Piano Concerto No. 1, Op. 11",,,"Bülow, Hans von",Berlin Philharmonic,"Library of Congress, Music Division: Edward and Marian MacDowell Collection, 1861-1960. ML31. M198, Box 35",Archivo Histórico de Teresa Carreño en Caracas,http://documentingcarreno.org/items/show/290,
1890-02-13T07:30,Singakademie,Berlin,Germany,"Beethoven, Ludwig van",Andante Favori,Andante favori WoO 57,,,,,"Library of Congress, Music Division: Edward and Marian MacDowell Collection, 1861-1960. ML31. M198, Box 35",Archivo Histórico de Teresa Carreño en Caracas,http://documentingcarreno.org/items/show/290,
1890-02-13T07:30,Singakademie,Berlin,Germany,"Godard, Benjamin",Canzonetta,"Canzonetta - Concerto romantique, Op. 35",,,,,"Library of Congress, Music Division: Edward and Marian MacDowell Collection, 1861-1960. ML31. M198, Box 35",Archivo Histórico de Teresa Carreño en Caracas,http://documentingcarreno.org/items/show/290,
1890-02-13T07:30,Singakademie,Berlin,Germany,"Schumann, Robert",Vogel als Prophet,"Waldszenen: Vogel als Prophet, Op. 82, No. 7",,,,,"Library of Congress, Music Division: Edward and Marian MacDowell Collection, 1861-1960. ML31. M198, Box 35",Archivo Histórico de Teresa Carreño en Caracas,http://documentingcarreno.org/items/show/290,
1890-02-13T07:30,Singakademie,Berlin,Germany,"Schumann, Robert",Toccata,"Toccata, Op. 7",,,,,"Library of Congress, Music Division: Edward and Marian MacDowell Collection, 1861-1960. ML31. M198, Box 35",Archivo Histórico de Teresa Carreño en Caracas,http://documentingcarreno.org/items/show/290,
1890-02-13T07:30,Singakademie,Berlin,Germany,"MacDowell, Edward",Piano Concerto in A minor,"Piano Concerto No. 1, Op. 15",,,"Bülow, Hans von",Berlin Philharmonic,"Library of Congress, Music Division: Edward and Marian MacDowell Collection, 1861-1960. ML31. M198, Box 35",Archivo Histórico de Teresa Carreño en Caracas,http://documentingcarreno.org/items/show/290,
1890-02-17T07:00,Saale von Braun's Hôtel,Dresden,Germany,"Beethoven, Ludwig van",Sonata appassionata,"Piano Sonata No. 23, Op. 57",,,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1890-02-17T07:00,Saale von Braun's Hôtel,Dresden,Germany,"Chopin, Fryderyk",Berceuse,"Berceuse, Op. 57",,,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1890-02-17T07:00,Saale von Braun's Hôtel,Dresden,Germany,"Chopin, Fryderyk",Etude Des-dur,"Douze Etudes, Op. 25 No. 8",,,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1890-02-17T07:00,Saale von Braun's Hôtel,Dresden,Germany,"Chopin, Fryderyk",Grande Polonaise As-dur,"Polonaise in A-flat major, Op.53",,,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1890-02-17T07:00,Saale von Braun's Hôtel,Dresden,Germany,"Rubinstein, Anton",Barcarolle,"Barcarolle - 2 Pieces, Op. 30",,,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1890-02-17T07:00,Saale von Braun's Hôtel,Dresden,Germany,"Vogrich, Max",,Staccato Caprice,,,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1890-02-17T07:00,Saale von Braun's Hôtel,Dresden,Germany,"Liszt, Franz",Campanella,"La Campanella - Grandes études de Paganini, S.141",,,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1890-02-17T07:00,Saale von Braun's Hôtel,Dresden,Germany,"MacDowell, Edward",Hexentanz,"Hexentanz - 2 Fantasiestücke, Op. 17",,,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1890-02-17T07:00,Saale von Braun's Hôtel,Dresden,Germany,"Carreño, Teresa",Intermezzo,"Intermezzo-Scherzoso, Op. 34",,Exact title not identified,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1890-02-17T07:00,Saale von Braun's Hôtel,Dresden,Germany,"Liszt, Franz",Rhapsodie Hongroise VI.,"Rhapsodie Hongroise No. 6, S.244/6",,,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1890-04-16T08:00,Koncertpalæets store Sal,Stockholm,Sweden,"Beethoven, Ludwig van","Sonata appassionata, F-moll, Op. 57.","Piano Sonata No. 23, Op. 57",,,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1890-04-16T08:00,Koncertpalæets store Sal,Stockholm,Sweden,"Chopin, Fryderyk",Nocturne,Nocturne,,Opus/number not identified,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1890-04-16T08:00,Koncertpalæets store Sal,Stockholm,Sweden,"Chopin, Fryderyk",Polonaise,,,Opus/number not identified,,,,,,
1890-04-16T08:00,Koncertpalæets store Sal,Stockholm,Sweden,"Rubinstein, Anton",Barcarolle,"Barcarolle - 2 Pieces, Op. 30",,,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1890-04-16T08:00,Koncertpalæets store Sal,Stockholm,Sweden,"Henselt, Adolf von","“Si oiseau j’étais”, Etude Op. 2, Nr. 6.","Si Oiseau j'Etais - 12 Études caractéristiques de Concert, Op. 2",,,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1890-04-16T08:00,Koncertpalæets store Sal,Stockholm,Sweden,"Liszt, Franz",La Campanella,"La Campanella - Grandes études de Paganini, S.141",,,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1890-04-16T08:00,Koncertpalæets store Sal,Stockholm,Sweden,"MacDowell, Edward","Hexentanz, Op. 17, Nr. 2.","Hexentanz - 2 Fantasiestücke, Op. 17",,,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1890-04-16T08:00,Koncertpalæets store Sal,Stockholm,Sweden,"Carreño, Teresa",Intermezzo,"Intermezzo-Scherzoso, Op. 34",,Exact title not identified,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1890-04-16T08:00,Koncertpalæets store Sal,Stockholm,Sweden,"Liszt, Franz",Rhapsodie Hongroise Nr. 16.,"Rhapsodie No. 16, S.244/16",,,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1890-05-22T03:00,St. James 's Hall,London,England,"Schumann, Robert",Douze Etudes Symphoniques,"Études Symphoniques, Op. 13",,Opus/number not identified,,,"British Library: Collection of programmes (1860-92), 7892.w.1",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404
1890-05-22T03:00,St. James 's Hall,London,England,"Handel, g F.","Handel, g F.: Air with Variations, “Harmonious Blacksmith.”","Air & 5 variations ""The Harmonious Blacksmith"" from Suite in E major, HWV 430",,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404
1890-05-22T03:00,St. James 's Hall,London,England,"Beethoven, Ludwig van",Andante Favori,Andante favori WoO 57,,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404
1890-05-22T03:00,St. James 's Hall,London,England,"Chopin, Fryderyk","Nocturne, Ballade, Op. 47",Nocturne,,Opus/number not identified,,,"British Library: Collection of programmes (1860-92), 7892.w.1",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404
1890-05-22T03:00,St. James 's Hall,London,England,"Dulcken, Ferdinand Quentin",Minuetto,"Minuet de Bocherini, Op. 107",,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404
1890-05-22T03:00,St. James 's Hall,London,England,"Hiller, Ferdinand",“Zur Guitarre”,"Zur Guitarre, Op. 97",,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404
1890-05-22T03:00,St. James 's Hall,London,England,"Henselt, Adolf von",Etude “Si oiseau j’étais.”,"Si Oiseau j'Etais - 12 Études caractéristiques de Concert, Op. 2",,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404
1890-05-22T03:00,St. James 's Hall,London,England,"Rubinstein, Anton",Valse Caprice,Valse-Caprice in E-flat Major,,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404
1890-05-22T03:00,St. James 's Hall,London,England,"MacDowell, Edward",Witches’ Dance,"Hexentanz - 2 Fantasiestücke, Op. 17",,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404
1890-05-22T03:00,St. James 's Hall,London,England,"Carreño, Teresa",Intermezzo,"Intermezzo-Scherzoso, Op. 34",,Exact title not identified,,,"British Library: Collection of programmes (1860-92), 7892.w.1",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404
1890-05-22T03:00,St. James 's Hall,London,England,"Schubert, Franz",March Militaire,"Marche Militaire in D Major, D. 733, No. 1",,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404
1890-06-17T03:00,St. James 's Hall,London,England,"Beethoven, Ludwig van","Sonata Quasi una Fantasia Op. 27, No. 1.","Piano Sonata No. 13, Op. 27 No. 1",,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404
1890-06-17T03:00,St. James 's Hall,London,England,"Schumann, Robert",Vogel als Prophet,"Waldszenen: Vogel als Prophet, Op. 82, No. 7",,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404
1890-06-17T03:00,St. James 's Hall,London,England,"Schumann, Robert",Toccata,"Toccata, Op. 7",,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404
1890-06-17T03:00,St. James 's Hall,London,England,"Chopin, Fryderyk",Prelude in D flat,"Prelude, Op. 28 No. 15",,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404
1890-06-17T03:00,St. James 's Hall,London,England,"Chopin, Fryderyk",Etude in A flat,"Douze Etudes, Op. 25 No. 1",,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404
1890-06-17T03:00,St. James 's Hall,London,England,"Chopin, Fryderyk",Valse in A flat.,"Waltz in A-flat major, Op. 42",,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404
1890-06-17T03:00,St. James 's Hall,London,England,"Godard, Benjamin","Canzonetta, Barcarolle","Canzonetta - Concerto romantique, Op. 35; Barcarolle",,Opus/number not identified,,,"British Library: Collection of programmes (1860-92), 7892.w.1",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404
1890-06-17T03:00,St. James 's Hall,London,England,"Vogrich, Max",,Staccato Caprice,,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404
1890-06-17T03:00,St. James 's Hall,London,England,"Kullak, Theodor",Octave Study.,"Schule des Octavenspiels, Op.48",,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404
1890-06-17T03:00,St. James 's Hall,London,England,"Mendelssohn, Felix",Prelude & Fugue in E minor.,"Prelude and Fugue in E minor - 6 Preludes and Fugues, Op. 35",,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404
1890-06-17T03:00,St. James 's Hall,London,England,"Carreño, Teresa",Barcarolle,,,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404
1890-06-17T03:00,St. James 's Hall,London,England,"Liszt, Franz",Grand Polonaise in E major.,"Polonaise, S.223 No. 2",,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404
1890-10-13T07:30,Saal der Singakademie,Berlin,Germany,"Saint-Saëns, Camille",Concert für Klavier mit Begleitung des Orchesters No. 4 C moll Op. 44,"Piano Concerto No. 4, Op. 44",,,"Bülow, Hans von",Berlin Philharmonic,Berliner Philharmoniker Archiv,,http://documentingcarreno.org/items/show/291,
1890-10-20T00:00,Concerthaus-Conventgarten,Hamburg,Germany,"Grieg, Edvard","Concert für Klavier mit Begleitung des Orchesters Amoll, op. 16.","Piano Concerto in A minor, Op. 16",1. Abonnement-Concert,,"Bülow, Hans von",,"The British Library St Pancras: Abonnement Concerte, Hamburg (1886-94); 1608/3137",,,http://www.concertprogrammes.orguk/html/search/verb/GetRecord/4195
1890-10-20T00:00,Concerthaus-Conventgarten,Hamburg,Germany,"Weber, Carl Maria von / Liszt, Franz",Polonaise brillante für Klavier mit Begleitung des Orchesters,"Polonaise brillante, Op. 72, S455",1. Abonnement-Concert,,"Bülow, Hans von",,"The British Library St Pancras: Abonnement Concerte, Hamburg (1886-94); 1608/3137",,,http://www.concertprogrammes.orguk/html/search/verb/GetRecord/4195
1891-01-09T08:30,Saal Bösendorfer,Vienna,Austria,"Beethoven, Ludwig van",Sonata appassionata,"Piano Sonata No. 23, Op. 57",,,,,"Library of Congress, Music Division: Edward and Marian MacDowell Collection, 1861-1960. ML31. M198, Box 35",,,
1891-01-09T08:30,Saal Bösendorfer,Vienna,Austria,"Chopin, Fryderyk",Berceuse,"Berceuse, Op. 57",,,,,"Library of Congress, Music Division: Edward and Marian MacDowell Collection, 1861-1960. ML31. M198, Box 35",,,
1891-01-09T08:30,Saal Bösendorfer,Vienna,Austria,"Chopin, Fryderyk",Etude Des-dur,"Douze Etudes, Op. 25 No. 8",,,,,"Library of Congress, Music Division: Edward and Marian MacDowell Collection, 1861-1960. ML31. M198, Box 35",,,
1891-01-09T08:30,Saal Bösendorfer,Vienna,Austria,"Chopin, Fryderyk",Grande Polonaise As-dur,"Polonaise in A-flat major, Op.53",,,,,"Library of Congress, Music Division: Edward and Marian MacDowell Collection, 1861-1960. ML31. M198, Box 35",,,
1891-01-09T08:30,Saal Bösendorfer,Vienna,Austria,"Rubinstein, Anton",Barcarolle,"Barcarolle - 2 Pieces, Op. 30",,,,,"Library of Congress, Music Division: Edward and Marian MacDowell Collection, 1861-1960. ML31. M198, Box 35",,,
1891-01-09T08:30,Saal Bösendorfer,Vienna,Austria,"Vogrich, Max",,Staccato Caprice,,,,,"Library of Congress, Music Division: Edward and Marian MacDowell Collection, 1861-1960. ML31. M198, Box 35",,,
1891-01-09T08:30,Saal Bösendorfer,Vienna,Austria,"Liszt, Franz",Campanella,"La Campanella - Grandes études de Paganini, S.141",,,,,"Library of Congress, Music Division: Edward and Marian MacDowell Collection, 1861-1960. ML31. M198, Box 35",,,
1891-01-09T08:30,Saal Bösendorfer,Vienna,Austria,"MacDowell, Edward",Hexentanz,"Hexentanz - 2 Fantasiestücke, Op. 17",,,,,"Library of Congress, Music Division: Edward and Marian MacDowell Collection, 1861-1960. ML31. M198, Box 35",,,
1891-01-09T08:30,Saal Bösendorfer,Vienna,Austria,"Carreño, Teresa",Intermezzo,"Intermezzo-Scherzoso, Op. 34",,Exact title not identified,,,"Library of Congress, Music Division: Edward and Marian MacDowell Collection, 1861-1960. ML31. M198, Box 35",,,
1891-01-09T08:30,Saal Bösendorfer,Vienna,Austria,"Liszt, Franz","Rhapsodie Hongroise, no. 6","Rhapsodie Hongroise No. 6, S.244/6",,,,,"Library of Congress, Music Division: Edward and Marian MacDowell Collection, 1861-1960. ML31. M198, Box 35",,,
1891-01-14T08:00,Teatr Wielki,Warsaw,Poland,"Grieg, Edvard",Koncert na fortepian z towarzysz. orkiestry (op. 16),"Piano Concerto in A minor, Op. 16",Third Symphony Concert,,"Rebi_ek, Josef",Warsaw Philharmonic,Biblioteka Publiczna m.st. Warszawy. Biblioteka G_ówna Województwa Mazowieckiego: Szt. D_S 949,,http://mbc.cyfrowemazowsze.pl/dlibra/doccontent?id=5983&from=FBC,
1891-01-29T08:00,Zal S.P.B. Gorodskago Kreditnago Obshchestva,St. Petersburg,Russia,"Schumann, Robert",Etudes Symphoniques,"Études Symphoniques, Op. 13",,,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1891-01-29T08:00,Zal S.P.B. Gorodskago Kreditnago Obshchestva,St. Petersburg,Russia,"Handel, g F.","Handel, g F.: Airs et variations","Air & 5 variations ""The Harmonious Blacksmith"" from Suite in E major, HWV 430",,,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1891-01-29T08:00,Zal S.P.B. Gorodskago Kreditnago Obshchestva,St. Petersburg,Russia,"Beethoven, Ludwig van",Andante Favori,Andante favori WoO 57,,,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1891-01-29T08:00,Zal S.P.B. Gorodskago Kreditnago Obshchestva,St. Petersburg,Russia,"Chopin, Fryderyk",Nocturne,Nocturne,,Opus/number not identified,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1891-01-29T08:00,Zal S.P.B. Gorodskago Kreditnago Obshchestva,St. Petersburg,Russia,"Chopin, Fryderyk",,"Ballade, [Op. 47]",,,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1891-01-29T08:00,Zal S.P.B. Gorodskago Kreditnago Obshchestva,St. Petersburg,Russia,"Dulcken, Ferdinand Quentin",Minuetto,"Minuet de Bocherini, Op. 107",,,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1891-01-29T08:00,Zal S.P.B. Gorodskago Kreditnago Obshchestva,St. Petersburg,Russia,"Hiller, Ferdinand",Zur Guitarre,"Zur Guitarre, Op. 97",,,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1891-01-29T08:00,Zal S.P.B. Gorodskago Kreditnago Obshchestva,St. Petersburg,Russia,"Rubinstein, Anton",Barcarolle,Barcarolle,,Opus/number not identified,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1891-01-29T08:00,Zal S.P.B. Gorodskago Kreditnago Obshchestva,St. Petersburg,Russia,"Rubinstein, Anton",Valse Caprice,Valse-Caprice in E-flat Major,,Opus/number not identified,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1891-01-29T08:00,Zal S.P.B. Gorodskago Kreditnago Obshchestva,St. Petersburg,Russia,"MacDowell, Edward",Hexentanz,"Hexentanz - 2 Fantasiestücke, Op. 17",,,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1891-01-29T08:00,Zal S.P.B. Gorodskago Kreditnago Obshchestva,St. Petersburg,Russia,"Carreño, Teresa",Intermezzo,"Intermezzo-Scherzoso, Op. 34",,Exact title not identified,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1891-01-29T08:00,Zal S.P.B. Gorodskago Kreditnago Obshchestva,St. Petersburg,Russia,"Liszt, Franz",Grande Polonaise mi majeur,"Polonaise, S.223 No. 2",,,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1891-03-12T08:00,Kungliga Operan,Stockholm,Sweden,"Beethoven, Ludwig van","Sonate, F-moll (appasionata) op. 57","Piano Sonata No. 23, Op. 57",,,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1891-03-12T08:00,Kungliga Operan,Stockholm,Sweden,"Chopin, Fryderyk",Prelude Dess-dur,"Prelude, Op. 28 No. 15",,,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1891-03-12T08:00,Kungliga Operan,Stockholm,Sweden,"Chopin, Fryderyk","Nocturne, Dess-dur","Nocturne, Op. 27 No. 2",,,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1891-03-12T08:00,Kungliga Operan,Stockholm,Sweden,"Chopin, Fryderyk","Etude, Gess-dur","Etude, Op. 10 No. 5",,,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1891-03-12T08:00,Kungliga Operan,Stockholm,Sweden,"Chopin, Fryderyk","Grande Polonaise, Ass-dur","Polonaise in A-flat major, Op.53",,,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1891-03-12T08:00,Kungliga Operan,Stockholm,Sweden,"Rubinstein, Anton",Barcarole,"Barcarolle - 2 Pieces, Op. 30",,,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1891-03-12T08:00,Kungliga Operan,Stockholm,Sweden,"Henselt, Adolf von","Si oiseau j’étais, Etude","Si Oiseau j'Etais - 12 Études caractéristiques de Concert, Op. 2",,,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1891-03-12T08:00,Kungliga Operan,Stockholm,Sweden,"Liszt, Franz",Campanella,"La Campanella - Grandes études de Paganini, S.141",,,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1891-03-12T08:00,Kungliga Operan,Stockholm,Sweden,"MacDowell, Edward",Hexentanz,"Hexentanz - 2 Fantasiestücke, Op. 17",,,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1891-03-12T08:00,Kungliga Operan,Stockholm,Sweden,"Carreño, Teresa",Intermezzo,"Intermezzo-Scherzoso, Op. 34",,Exact title not identified,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1891-03-12T08:00,Kungliga Operan,Stockholm,Sweden,"Liszt, Franz","Rhapsodie Hongroise, no. 6","Rhapsodie Hongroise No. 6, S.244/6",,,,,Archivo Histórico de Teresa Carreño en Caracas,,,
1891-05-31T08:00,Saal der Singakademie,Berlin,Germany,"MacDowell, Edward",Piano Concerto in D minor,"Piano Concerto No. 2 in D Minor, Op. 23",,,"Weingartner, Felix",Berlin Philharmonic,Berliner Philharmoniker Archiv,,http://documentingcarreno.org/items/show/292,
1891-11-23T07:30,Saal der Singakademie,Berlin,Germany,"Tchaikovsky, Pyotr Il'yich","Klavier-Concert No. 1, B-moll","Piano Concerto No. 1, Op. 23",,,"Bülow, Hans von",Berlin Philharmonic,Berliner Philharmoniker Archiv,,http://documentingcarreno.org/items/show/293,
1891-11-30T07:30,Concerthaus-Conventgarten,Hamburg,Germany,"Saint-Saëns, Camille","Klavierkonzert mit Orchester No. 4, C moll, op. 44 (1878)","Piano Concerto No. 4, Op. 44",4. Abonnement-Concert,,"Bülow, Hans von",,"The British Library St Pancras: Abonnement Concerte, Hamburg (1886-94); 1608/3137",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4195
1891-11-30T07:30,Concerthaus-Conventgarten,Hamburg,Germany,"Liszt, Franz",Ungarische Fantaisie für Klavier mit Orchester (1852),"Fantasie über ungarische Volksmelodien, S.123",,,"Bülow, Hans von",,"The British Library St Pancras: Abonnement Concerte, Hamburg (1886-94); 1608/3137",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4195
1893-01-09T07:30,Saal der Singakademie,Berlin,Germany,"d'Albert, Eugen",Klavier-Konzert No. 2 Op. 12 (E dur) (in einem Satze),"Piano Concerto No. 2, Op. 12",,,"Mottl, Felix",Berlin Philharmonic,Berliner Philharmoniker Archiv,,http://documentingcarreno.org/items/show/294,
1893-03-06T07:30,Concerthaus-Conventgarten,Hamburg,Germany,"Chopin, Fryderyk",Klavier-Concert E moll.,"Piano Concerto No. 1, Op. 11",9. Abonnement-Concert,,"Muck, Karl",,"The British Library St Pancras: Abonnement Concerte, Hamburg (1886-94); 1608/3137",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4195
1893-03-06T07:30,Concerthaus-Conventgarten,Hamburg,Germany,"Beethoven, Ludwig van",Andante Favori,Andante favori WoO 57,,,,,"The British Library St Pancras: Abonnement Concerte, Hamburg (1886-94); 1608/3137",,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4195
1893-03-06T07:30,Concerthaus-Conventgarten,Hamburg,Germany,"Schubert, Franz",Impromptu,Impromptu,,Opus/number not identified,,,"The British Library St Pancras: Abonnement Concerte, Hamburg (1886-94); 1608/3137",,,
1893-03-06T07:30,Concerthaus-Conventgarten,Hamburg,Germany,"Schubert, Franz / Tausig, Carl",Marche Militaire,"Marche Militaire, D. 733, No. 1",,,,,"The British Library St Pancras: Abonnement Concerte, Hamburg (1886-94); 1608/3137",,,
1893-10-28T07:30,Koncertpalæets store Sal,Copenhagen,Norway,"Grieg, Edvard",Koncert i A-moll for Piano med Orkester. op. 16,"Piano Concerto in A minor, Op. 16",Philharmonic Concert,,"Grieg, Edvard",,Bergen Bibliotek: Program 0250369,,http://bergenbibliotek.no/cgi-bin/websok-grieg?tnr=250369,
