Decade,Date,Venue,City,State,Country,Coverage,Composer Name,Variant Title,Work Title,Concert Info,Works Info,Conductor/Performer,Ensemble,Holdings 1,RISM 1,Holdings 2,RISM 2,Resource URL,Record URL,,
1890,1890-04-16T20:00,Koncertpalæets store Sal,Stockholm,,Sweden,"59.3293235, 18.0685808","Beethoven, Ludwig van","Sonata appassionata, F-moll, Op. 57.","Piano Sonata no. 23, op. 57",,,,,"Archivo Histórico de Teresa Carreño, Caracas",,,,,,,
1890,1890-04-16T20:00,Koncertpalæets store Sal,Stockholm,,Sweden,"59.3293235, 18.0685808","Chopin, Fryderyk",Nocturne,Nocturne,,Opus/number not identified,,,"Archivo Histórico de Teresa Carreño, Caracas",,,,,,,
1890,1890-04-16T20:00,Koncertpalæets store Sal,Stockholm,,Sweden,"59.3293235, 18.0685808","Chopin, Fryderyk",Polonaise,Polonaise,,Opus/number not identified,,,"Archivo Histórico de Teresa Carreño, Caracas",,,,,,,
1890,1890-04-16T20:00,Koncertpalæets store Sal,Stockholm,,Sweden,"59.3293235, 18.0685808","Rubinstein, Anton",Barcarolle,Barcarolle,,Opus/number not identified,,,"Archivo Histórico de Teresa Carreño, Caracas",,,,,,,
1890,1890-04-16T20:00,Koncertpalæets store Sal,Stockholm,,Sweden,"59.3293235, 18.0685808","Henselt, Adolf von","“Si oiseau j’étais”, Etude Op. 2, Nr. 6.","Si Oiseau j'Etais - 12 Études caractéristiques de Concert, op. 2",,,,,"Archivo Histórico de Teresa Carreño, Caracas",,,,,,,
1890,1890-04-16T20:00,Koncertpalæets store Sal,Stockholm,,Sweden,"59.3293235, 18.0685808","Liszt, Franz",La Campanella,"La Campanella - Grandes études de Paganini, S.141",,,,,"Archivo Histórico de Teresa Carreño, Caracas",,,,,,,
1890,1890-04-16T20:00,Koncertpalæets store Sal,Stockholm,,Sweden,"59.3293235, 18.0685808","MacDowell, Edward","Hexentanz, Op. 17, Nr. 2.","Hexentanz - 2 Fantasiestücke, op. 17, no. 2",,,,,"Archivo Histórico de Teresa Carreño, Caracas",,,,,,,
1890,1890-04-16T20:00,Koncertpalæets store Sal,Stockholm,,Sweden,"59.3293235, 18.0685808","Carreño, Teresa",Intermezzo,"Intermezzo-Scherzoso, op. 34",,Exact title not identified,,,"Archivo Histórico de Teresa Carreño, Caracas",,,,,,,
1890,1890-04-16T20:00,Koncertpalæets store Sal,Stockholm,,Sweden,"59.3293235, 18.0685808","Liszt, Franz",Rhapsodie Hongroise Nr. 16.,"Rhapsodie no. 16, S.244/16",,,,,"Archivo Histórico de Teresa Carreño, Caracas",,,,,,,
1890,1890-05-22T15:00,St. James 's Hall,London,,England,"51.5073509, -0.1277583","Schumann, Robert",Douze Etudes Symphoniques,"Études Symphoniques, op. 13",,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",GB-Lbl,,,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404,,
1890,1890-05-22T15:00,St. James 's Hall,London,,England,"51.5073509, -0.1277583","Handel, G. F.","Air with Variations, “Harmonious Blacksmith”","Air & 5 variations ""The Harmonious Blacksmith"" from Suite in E major, HWV 430",,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",GB-Lbl,,,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404,,
1890,1890-05-22T15:00,St. James 's Hall,London,,England,"51.5073509, -0.1277583","Beethoven, Ludwig van",Andante Favori,Andante favori WoO 57,,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",GB-Lbl,,,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404,,
1890,1890-05-22T15:00,St. James 's Hall,London,,England,"51.5073509, -0.1277583","Chopin, Fryderyk",Nocturne,Nocturne,,Opus/number not identified,,,"British Library: Collection of programmes (1860-92), 7892.w.1",GB-Lbl,,,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404,,
1890,1890-05-22T15:00,St. James 's Hall,London,,England,"51.5073509, -0.1277583","Dulcken, Ferdinand Quentin",Minuetto,"Minuet de Bocherini, op. 107",,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",GB-Lbl,,,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404,,
1890,1890-05-22T15:00,St. James 's Hall,London,,England,"51.5073509, -0.1277583","Hiller, Ferdinand",“Zur Guitarre”,"Zur Guitarre, op. 97",,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",GB-Lbl,,,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404,,
1890,1890-05-22T15:00,St. James 's Hall,London,,England,"51.5073509, -0.1277583","Henselt, Adolf von",Etude “Si oiseau j’étais.”,"Si Oiseau j'Etais - 12 Études caractéristiques de Concert, op. 2",,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",GB-Lbl,,,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404,,
1890,1890-05-22T15:00,St. James 's Hall,London,,England,"51.5073509, -0.1277583","Rubinstein, Anton",Valse Caprice,Valse-Caprice in E-flat Major,,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",GB-Lbl,,,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404,,
1890,1890-05-22T15:00,St. James 's Hall,London,,England,"51.5073509, -0.1277583","MacDowell, Edward",Witches’ Dance,"Hexentanz - 2 Fantasiestücke, op. 17, no. 2",,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",GB-Lbl,,,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404,,
1890,1890-05-22T15:00,St. James 's Hall,London,,England,"51.5073509, -0.1277583","Carreño, Teresa",Intermezzo,"Intermezzo-Scherzoso, op. 34",,Exact title not identified,,,"British Library: Collection of programmes (1860-92), 7892.w.1",GB-Lbl,,,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404,,
1890,1890-05-22T15:00,St. James 's Hall,London,,England,"51.5073509, -0.1277583","Schubert, Franz",March Militaire,"Marche Militaire, D. 733, no. 1",,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",GB-Lbl,,,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404,,
1890,1890-05-22T15:00,St. James 's Hall,London,,England,"51.5073509, -0.1277583","Chopin, Fryderyk","Ballade, Op. 47","Ballade in A-flat Major, op. 47",,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",GB-Lbl,,,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404,,
1890,1890-06-17T15:00,St. James 's Hall,London,,England,"51.5073509, -0.1277583","Beethoven, Ludwig van","Sonata Quasi una Fantasia Op. 27, No. 1.","Piano Sonata no. 13, op. 27 no. 1",,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",GB-Lbl,,,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404,,
1890,1890-06-17T15:00,St. James 's Hall,London,,England,"51.5073509, -0.1277583","Schumann, Robert",Vogel als Prophet,"Waldszenen: Vogel als Prophet, op. 82, no. 7",,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",GB-Lbl,,,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404,,
1890,1890-06-17T15:00,St. James 's Hall,London,,England,"51.5073509, -0.1277583","Schumann, Robert",Toccata,"Toccata, op. 7",,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",GB-Lbl,,,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404,,
1890,1890-06-17T15:00,St. James 's Hall,London,,England,"51.5073509, -0.1277583","Chopin, Fryderyk",Prelude in D flat,"Prelude, op. 28 no. 15",,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",GB-Lbl,,,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404,,
1890,1890-06-17T15:00,St. James 's Hall,London,,England,"51.5073509, -0.1277583","Chopin, Fryderyk",Etude in A flat,"Douze Etudes, op. 25 no. 1",,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",GB-Lbl,,,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404,,
1890,1890-06-17T15:00,St. James 's Hall,London,,England,"51.5073509, -0.1277583","Chopin, Fryderyk",Valse in A flat,"Waltz in A-flat major, op. 42",,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",GB-Lbl,,,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404,,
1890,1890-06-17T15:00,St. James 's Hall,London,,England,"51.5073509, -0.1277583","Godard, Benjamin",Canzonetta,"""Canzonetta"" Concerto romantique, op. 35",,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",GB-Lbl,,,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404,,
1890,1890-06-17T15:00,St. James 's Hall,London,,England,"51.5073509, -0.1277583","Godard, Benjamin",Barcarolle,Barcarolle,,Opus/number not identified,,,,,,,,,,
1890,1890-06-17T15:00,St. James 's Hall,London,,England,"51.5073509, -0.1277583","Vogrich, Max",,Staccato Caprice,,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",GB-Lbl,,,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404,,
1890,1890-06-17T15:00,St. James 's Hall,London,,England,"51.5073509, -0.1277583","Kullak, Theodor",Octave Study.,"Schule des Octavenspiels, op.48",,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",GB-Lbl,,,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404,,
1890,1890-06-17T15:00,St. James 's Hall,London,,England,"51.5073509, -0.1277583","Mendelssohn, Felix",Prelude & Fugue in E minor.,"Prelude and Fugue in E minor - 6 Preludes and Fugues, op. 35",,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",GB-Lbl,,,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404,,
1890,1890-06-17T15:00,St. James 's Hall,London,,England,"51.5073509, -0.1277583","Carreño, Teresa",Barcarolle,"""Venise,"" Réverie-Barcarolle, op. 33",,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",GB-Lbl,,,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404,,
1890,1890-06-17T15:00,St. James 's Hall,London,,England,"51.5073509, -0.1277583","Liszt, Franz",Grand Polonaise in E major.,"Polonaise, S.223 no. 2",,,,,"British Library: Collection of programmes (1860-92), 7892.w.1",GB-Lbl,,,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4404,,
1890,1890-10-13T19:30,Saal der Singakademie,Berlin,,Germany,"52.5200066, 13.404954","Saint-Saëns, Camille",Concert für Klavier mit Begleitung des Orchesters No. 4 C moll Op. 44,"Piano Concerto no. 4, op. 44",,,"Bülow, Hans von",Berlin Philharmonic,Berliner Philharmoniker Archiv,,,,http://documentingcarreno.org/items/show/291,,,
1890,1890-10-20T00:00,Concerthaus-Conventgarten,Hamburg,,Germany,"53.5510846, 9.9936818","Grieg, Edvard","Concert für Klavier mit Begleitung des Orchesters Amoll, op. 16.","Piano Concerto in A minor, op. 16",1. Abonnement-Concert,,"Bülow, Hans von",,"British Library St Pancras: Abonnement Concerte, Hamburg (1886-94); 1608/3137",GB-Lbl,,,,http://www.concertprogrammes.orguk/html/search/verb/GetRecord/4195,,
1890,1890-10-20T00:00,Concerthaus-Conventgarten,Hamburg,,Germany,"53.5510846, 9.9936818","Weber, Carl Maria von / Liszt, Franz",Polonaise brillante für Klavier mit Begleitung des Orchesters,"Polonaise Brillante, op. 72, S455",1. Abonnement-Concert,,"Bülow, Hans von",,"British Library St Pancras: Abonnement Concerte, Hamburg (1886-94); 1608/3137",GB-Lbl,,,,http://www.concertprogrammes.orguk/html/search/verb/GetRecord/4195,,
1890,1890-10-28T19:00,Saale des Gewerbehauses,Dresden,,Germany,"51.0504088, 13.7372621","Grieg, Edvard","Klavierconcert A-moll, op. 16","Piano Concerto in A minor, op. 16",,,"Trenkler, A.",Orchester die Kapelle des Gewerbehauses,Archiv der Dresdener Philharmonie,,"Archivo Histórico de Teresa Carreño, Caracas",,,,,
1890,1890-10-28T19:00,Saale des Gewerbehauses,Dresden,,Germany,"51.0504088, 13.7372621","MacDowell, Edward",Klavierconcert A-moll,"Piano Concerto no. 1, op. 15",,,"Trenkler, A.",Orchester die Kapelle des Gewerbehauses,Archiv der Dresdener Philharmonie,,"Archivo Histórico de Teresa Carreño, Caracas",,,,,
1890,1890-10-28T19:00,Saale des Gewerbehauses,Dresden,,Germany,"51.0504088, 13.7372621",Weber-Liszt,Polonaise brillante,"Polonaise Brillante, op. 72, S455",,,"Trenkler, A.",Orchester die Kapelle des Gewerbehauses,Archiv der Dresdener Philharmonie,,"Archivo Histórico de Teresa Carreño, Caracas",,,,,
1890,1891-01-02T20:00,Royal Concertgebouw,Amsterdam,,Netherlands,"52.3702157, 4.8951679","Saint-Saëns, Camille","Pianoconcert nr. 4 in c kl.t., op. 44","Piano Concerto no. 4, op. 44",,,"Kes, Willem",Royal Concertgebouw Orchestra,Stadsarchief Amsterdam,GB-Lbl,,,,http://archief.concertgebouworkest.nl/nl/archief/zoeken/,,
1890,1891-01-02T20:00,Royal Concertgebouw,Amsterdam,,Netherlands,"52.3702157, 4.8951679","MacDowell, Edward","Pianoconcert nr. 1 in As gr.t., op. 15","Piano Concerto no. 1, op. 15",,,"Kes, Willem",Royal Concertgebouw Orchestra,Stadsarchief Amsterdam,GB-Lbl,,,,http://archief.concertgebouworkest.nl/nl/archief/zoeken/,,
1890,1891-01-09T20:30,Saal Bösendorfer,Vienna,,Austria,"48.2081743, 16.3738189","Beethoven, Ludwig van",Sonata appassionata,"Piano Sonata no. 23, op. 57",,,,,"Library of Congress, Music Division: Edward and Marian MacDowell Collection, 1861-1960. ML31. M198, Box 35",US-Wc,,,,http://hdl.loc.gov/loc.music/eadmus.mu2005.wp.0024,,
1890,1891-01-09T20:30,Saal Bösendorfer,Vienna,,Austria,"48.2081743, 16.3738189","Chopin, Fryderyk",Berceuse,"Berceuse, op. 57",,,,,"Library of Congress, Music Division: Edward and Marian MacDowell Collection, 1861-1960. ML31. M198, Box 35",US-Wc,,,,http://hdl.loc.gov/loc.music/eadmus.mu2005.wp.0024,,
1890,1891-01-09T20:30,Saal Bösendorfer,Vienna,,Austria,"48.2081743, 16.3738189","Chopin, Fryderyk",Etude Des-dur,"Douze Etudes, op. 25 no. 8",,,,,"Library of Congress, Music Division: Edward and Marian MacDowell Collection, 1861-1960. ML31. M198, Box 35",US-Wc,,,,http://hdl.loc.gov/loc.music/eadmus.mu2005.wp.0024,,
1890,1891-01-09T20:30,Saal Bösendorfer,Vienna,,Austria,"48.2081743, 16.3738189","Chopin, Fryderyk",Grande Polonaise As-dur,"Polonaise in A-flat major, op.53",,,,,"Library of Congress, Music Division: Edward and Marian MacDowell Collection, 1861-1960. ML31. M198, Box 35",US-Wc,,,,http://hdl.loc.gov/loc.music/eadmus.mu2005.wp.0024,,
1890,1891-01-09T20:30,Saal Bösendorfer,Vienna,,Austria,"48.2081743, 16.3738189","Rubinstein, Anton",Barcarolle,Barcarolle,,Opus/number not identified,,,"Library of Congress, Music Division: Edward and Marian MacDowell Collection, 1861-1960. ML31. M198, Box 35",US-Wc,,,,http://hdl.loc.gov/loc.music/eadmus.mu2005.wp.0024,,
1890,1891-01-09T20:30,Saal Bösendorfer,Vienna,,Austria,"48.2081743, 16.3738189","Vogrich, Max",,Staccato Caprice,,,,,"Library of Congress, Music Division: Edward and Marian MacDowell Collection, 1861-1960. ML31. M198, Box 35",US-Wc,,,,http://hdl.loc.gov/loc.music/eadmus.mu2005.wp.0024,,
1890,1891-01-09T20:30,Saal Bösendorfer,Vienna,,Austria,"48.2081743, 16.3738189","Liszt, Franz",Campanella,"La Campanella - Grandes études de Paganini, S.141",,,,,"Library of Congress, Music Division: Edward and Marian MacDowell Collection, 1861-1960. ML31. M198, Box 35",US-Wc,,,,http://hdl.loc.gov/loc.music/eadmus.mu2005.wp.0024,,
1890,1891-01-09T20:30,Saal Bösendorfer,Vienna,,Austria,"48.2081743, 16.3738189","MacDowell, Edward",Hexentanz,"Hexentanz - 2 Fantasiestücke, op. 17, no. 2",,,,,"Library of Congress, Music Division: Edward and Marian MacDowell Collection, 1861-1960. ML31. M198, Box 35",US-Wc,,,,http://hdl.loc.gov/loc.music/eadmus.mu2005.wp.0024,,
1890,1891-01-09T20:30,Saal Bösendorfer,Vienna,,Austria,"48.2081743, 16.3738189","Carreño, Teresa",Intermezzo,"Intermezzo-Scherzoso, op. 34",,Exact title not identified,,,"Library of Congress, Music Division: Edward and Marian MacDowell Collection, 1861-1960. ML31. M198, Box 35",US-Wc,,,,http://hdl.loc.gov/loc.music/eadmus.mu2005.wp.0024,,
1890,1891-01-09T20:30,Saal Bösendorfer,Vienna,,Austria,"48.2081743, 16.3738189","Liszt, Franz","Rhapsodie Hongroise, no. 6","Rhapsodie Hongroise no. 6, S.244/6",,,,,"Library of Congress, Music Division: Edward and Marian MacDowell Collection, 1861-1960. ML31. M198, Box 35",US-Wc,,,,http://hdl.loc.gov/loc.music/eadmus.mu2005.wp.0024,,
1890,1891-01-14T20:00,Teatr Wielki,Warsaw,,Poland,"52.2296756, 21.0122287","Grieg, Edvard",Koncert na fortepian z towarzysz. orkiestry (op. 16),"Piano Concerto in A minor, op. 16",Third Symphony Concert,,"Rebi_ek, Josef",Warsaw Philharmonic,Biblioteka Publiczna m.st. Warszawy. Biblioteka G_ówna Województwa Mazowieckiego: Szt. D_S 949,PL-Wp,,,,http://mbc.cyfrowemazowsze.pl/dlibra/doccontent?id=5983&from=FBC,,
1890,1891-01-29T20:00,Zal S.P.B. Gorodskago Kreditnago Obshchestva,St. Petersburg,,Russia,"59.9342802, 30.3350986","Schumann, Robert",Etudes Symphoniques,"Études Symphoniques, op. 13",,,,,"Archivo Histórico de Teresa Carreño, Caracas",,,,,,,
1890,1891-01-29T20:00,Zal S.P.B. Gorodskago Kreditnago Obshchestva,St. Petersburg,,Russia,"59.9342802, 30.3350986","Handel, G. F.","Handel, g F.: Airs et variations","Air & 5 variations ""The Harmonious Blacksmith"" from Suite in E major, HWV 430",,,,,"Archivo Histórico de Teresa Carreño, Caracas",,,,,,,
1890,1891-01-29T20:00,Zal S.P.B. Gorodskago Kreditnago Obshchestva,St. Petersburg,,Russia,"59.9342802, 30.3350986","Beethoven, Ludwig van",Andante Favori,Andante favori WoO 57,,,,,"Archivo Histórico de Teresa Carreño, Caracas",,,,,,,
1890,1891-01-29T20:00,Zal S.P.B. Gorodskago Kreditnago Obshchestva,St. Petersburg,,Russia,"59.9342802, 30.3350986","Chopin, Fryderyk",Nocturne,Nocturne,,Opus/number not identified,,,"Archivo Histórico de Teresa Carreño, Caracas",,,,,,,
1890,1891-01-29T20:00,Zal S.P.B. Gorodskago Kreditnago Obshchestva,St. Petersburg,,Russia,"59.9342802, 30.3350986","Chopin, Fryderyk",,Ballade,,"Possibly Ballade in A-flat Major, op. 47.",,,"Archivo Histórico de Teresa Carreño, Caracas",,,,,,,
1890,1891-01-29T20:00,Zal S.P.B. Gorodskago Kreditnago Obshchestva,St. Petersburg,,Russia,"59.9342802, 30.3350986","Dulcken, Ferdinand Quentin",Minuetto,"Minuet de Bocherini, op. 107",,,,,"Archivo Histórico de Teresa Carreño, Caracas",,,,,,,
1890,1891-01-29T20:00,Zal S.P.B. Gorodskago Kreditnago Obshchestva,St. Petersburg,,Russia,"59.9342802, 30.3350986","Hiller, Ferdinand",Zur Guitarre,"Zur Guitarre, op. 97",,,,,"Archivo Histórico de Teresa Carreño, Caracas",,,,,,,
1890,1891-01-29T20:00,Zal S.P.B. Gorodskago Kreditnago Obshchestva,St. Petersburg,,Russia,"59.9342802, 30.3350986","Rubinstein, Anton",Barcarolle,Barcarolle,,Opus/number not identified,,,"Archivo Histórico de Teresa Carreño, Caracas",,,,,,,
1890,1891-01-29T20:00,Zal S.P.B. Gorodskago Kreditnago Obshchestva,St. Petersburg,,Russia,"59.9342802, 30.3350986","Rubinstein, Anton",Valse Caprice,Valse-Caprice in E-flat Major,,Opus/number not identified,,,"Archivo Histórico de Teresa Carreño, Caracas",,,,,,,
1890,1891-01-29T20:00,Zal S.P.B. Gorodskago Kreditnago Obshchestva,St. Petersburg,,Russia,"59.9342802, 30.3350986","MacDowell, Edward",Hexentanz,"Hexentanz - 2 Fantasiestücke, op. 17, no. 2",,,,,"Archivo Histórico de Teresa Carreño, Caracas",,,,,,,
1890,1891-01-29T20:00,Zal S.P.B. Gorodskago Kreditnago Obshchestva,St. Petersburg,,Russia,"59.9342802, 30.3350986","Carreño, Teresa",Intermezzo,"Intermezzo-Scherzoso, op. 34",,Exact title not identified,,,"Archivo Histórico de Teresa Carreño, Caracas",,,,,,,
1890,1891-01-29T20:00,Zal S.P.B. Gorodskago Kreditnago Obshchestva,St. Petersburg,,Russia,"59.9342802, 30.3350986","Liszt, Franz",Grande Polonaise mi majeur,"Polonaise, S.223 no. 2",,,,,"Archivo Histórico de Teresa Carreño, Caracas",,,,,,,
1890,1891-03-12T20:00,Kungliga Operan,Stockholm,,Sweden,"59.3293235, 18.0685808","Beethoven, Ludwig van","Sonate, F-moll (appasionata) op. 57","Piano Sonata no. 23, op. 57",,,,,"Archivo Histórico de Teresa Carreño, Caracas",,,,,,,
1890,1891-03-12T20:00,Kungliga Operan,Stockholm,,Sweden,"59.3293235, 18.0685808","Chopin, Fryderyk",Prelude Dess-dur,"Prelude, op. 28 no. 15",,,,,"Archivo Histórico de Teresa Carreño, Caracas",,,,,,,
1890,1891-03-12T20:00,Kungliga Operan,Stockholm,,Sweden,"59.3293235, 18.0685808","Chopin, Fryderyk","Nocturne, Dess-dur","Nocturne, op. 27 no. 2",,,,,"Archivo Histórico de Teresa Carreño, Caracas",,,,,,,
1890,1891-03-12T20:00,Kungliga Operan,Stockholm,,Sweden,"59.3293235, 18.0685808","Chopin, Fryderyk","Etude, Gess-dur","Etude, op. 10 no. 5",,,,,"Archivo Histórico de Teresa Carreño, Caracas",,,,,,,
1890,1891-03-12T20:00,Kungliga Operan,Stockholm,,Sweden,"59.3293235, 18.0685808","Chopin, Fryderyk","Grande Polonaise, As-dur","Polonaise in A-flat major, op.53",,,,,"Archivo Histórico de Teresa Carreño, Caracas",,,,,,,
1890,1891-03-12T20:00,Kungliga Operan,Stockholm,,Sweden,"59.3293235, 18.0685808","Rubinstein, Anton",Barcarole,Barcarolle,,Opus/number not identified,,,"Archivo Histórico de Teresa Carreño, Caracas",,,,,,,
1890,1891-03-12T20:00,Kungliga Operan,Stockholm,,Sweden,"59.3293235, 18.0685808","Henselt, Adolf von","Si oiseau j’étais, Etude","Si Oiseau j'Etais - 12 Études caractéristiques de Concert, op. 2",,,,,"Archivo Histórico de Teresa Carreño, Caracas",,,,,,,
1890,1891-03-12T20:00,Kungliga Operan,Stockholm,,Sweden,"59.3293235, 18.0685808","Liszt, Franz",Campanella,"La Campanella - Grandes études de Paganini, S.141",,,,,"Archivo Histórico de Teresa Carreño, Caracas",,,,,,,
1890,1891-03-12T20:00,Kungliga Operan,Stockholm,,Sweden,"59.3293235, 18.0685808","MacDowell, Edward",Hexentanz,"Hexentanz - 2 Fantasiestücke, op. 17, no. 2",,,,,"Archivo Histórico de Teresa Carreño, Caracas",,,,,,,
1890,1891-03-12T20:00,Kungliga Operan,Stockholm,,Sweden,"59.3293235, 18.0685808","Carreño, Teresa",Intermezzo,"Intermezzo-Scherzoso, op. 34",,Exact title not identified,,,"Archivo Histórico de Teresa Carreño, Caracas",,,,,,,
1890,1891-03-12T20:00,Kungliga Operan,Stockholm,,Sweden,"59.3293235, 18.0685808","Liszt, Franz","Rhapsodie Hongroise, no. 6","Rhapsodie Hongroise no. 6, S.244/6",,,,,"Archivo Histórico de Teresa Carreño, Caracas",,,,,,,
1890,1891-05-31T20:00,Saal der Singakademie,Berlin,,Germany,"52.5200066, 13.404954","MacDowell, Edward",Piano Concerto in D minor,"Piano Concerto no. 2 in D Minor, op. 23",,,"Weingartner, Felix",Berlin Philharmonic,Berliner Philharmoniker Archiv,,,,http://documentingcarreno.org/items/show/292,,,
1890,1891-11-23T19:30,Saal der Singakademie,Berlin,,Germany,"52.5200066, 13.404954","Tchaikovsky, Pyotr Il'yich","Klavier-Concert No. 1, B-moll","Piano Concerto no. 1, op. 23",,,"Bülow, Hans von",Berlin Philharmonic,Berliner Philharmoniker Archiv,,,,http://documentingcarreno.org/items/show/293,,,
1890,1891-11-30T19:30,Concerthaus-Conventgarten,Hamburg,,Germany,"53.5510846, 9.9936818","Saint-Saëns, Camille","Klavierkonzert mit Orchester No. 4, C moll, op. 44 (1878)","Piano Concerto no. 4, op. 44",4. Abonnement-Concert,,"Bülow, Hans von",,"British Library St Pancras: Abonnement Concerte, Hamburg (1886-94); 1608/3137",GB-Lbl,,,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4195,,
1890,1891-11-30T19:30,Concerthaus-Conventgarten,Hamburg,,Germany,"53.5510846, 9.9936818","Liszt, Franz",Ungarische Fantaisie für Klavier mit Orchester (1852),"Fantasie über ungarische Volksmelodien, S.123",,,"Bülow, Hans von",,"British Library St Pancras: Abonnement Concerte, Hamburg (1886-94); 1608/3137",GB-Lbl,,,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4195,,
1890,1893-01-09T19:30,Saal der Singakademie,Berlin,,Germany,"52.5200066, 13.404954","d'Albert, Eugen",Klavier-Konzert No. 2 Op. 12 (E dur) (in einem Satze),"Piano Concerto no. 2, op. 12",,,"Mottl, Felix",Berlin Philharmonic,Berliner Philharmoniker Archiv,GB-Lbl,,,http://documentingcarreno.org/items/show/294,,,
1890,1893-03-06T19:30,Concerthaus-Conventgarten,Hamburg,,Germany,"53.5510846, 9.9936818","Chopin, Fryderyk",Klavier-Concert E moll.,"Piano Concerto no. 1, op. 11",9. Abonnement-Concert,,"Muck, Karl",,"British Library St Pancras: Abonnement Concerte, Hamburg (1886-94); 1608/3137",GB-Lbl,,,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4195,,
1890,1893-03-06T19:30,Concerthaus-Conventgarten,Hamburg,,Germany,"53.5510846, 9.9936818","Beethoven, Ludwig van",Andante Favori,Andante favori WoO 57,,,,,"British Library St Pancras: Abonnement Concerte, Hamburg (1886-94); 1608/3137",GB-Lbl,,,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4195,,
1890,1893-03-06T19:30,Concerthaus-Conventgarten,Hamburg,,Germany,"53.5510846, 9.9936818","Schubert, Franz",Impromptu,Impromptu,,Opus/number not identified,,,"British Library St Pancras: Abonnement Concerte, Hamburg (1886-94); 1608/3137",GB-Lbl,,,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4195,,
1890,1893-03-06T19:30,Concerthaus-Conventgarten,Hamburg,,Germany,"53.5510846, 9.9936818","Schubert, Franz / Tausig, Carl",Marche Militaire,"Marche Militaire, D. 733, no. 1",,,,,"British Library St Pancras: Abonnement Concerte, Hamburg (1886-94); 1608/3137",GB-Lbl,,,,http://www.concertprogrammes.org.uk/html/search/verb/GetRecord/4195,,
1890,1893-10-28T19:30,Koncertpalæets store Sal,Copenhagen,,Norway,"44.2139566, -70.5448096","Grieg, Edvard",Koncert i A-moll for Piano med Orkester. op. 16,"Piano Concerto in A minor, op. 16",Philharmonic Concert,,"Grieg, Edvard",,Bergen Bibliotek: Program 0250369,N-Bo,,,,http://bergenbibliotek.no/cgi-bin/websok-grieg?tnr=250369,,
1890,1893-11-29T19:30,Gebouw voor Kunsten en Wetenschappen,Hague,,Netherlands,"52.0704978, 4.3006999","d'Albert, Eugen","Pianoconcert nr. 2 in E gr.t., op. 12","Piano Concerto no. 2, op. 12",,,"Hol, Richard",Royal Concertgebouw Orchestra,Stadsarchief Amsterdam,NL-Asta,,,,http://archief.concertgebouworkest.nl/nl/archief/zoeken/,,
